Clade (upper)|Clade|Order|Family|Taxonomic status|Accepted name|Accepted author|Genome size|Sexual system|Method for the primary characterisation of sex determining system|Miscellaneous genomic information|Source gen contents|Species|Chromosome number|Ploidy level|Sex determination mechanism|Sex chromosomes MALE|Sex chromosomes FEMALE|Heteromorphic/homomorphic sex chromosomes|Source
Gymnosperms|Pinophyta|Pinales|Podocarpaceae|Accepted|Podocarpus macrophyllus|(Thunb.) Sweet||Dioecy|Cytogenetic investigation|||Podocarpus macrophyllus|37, 38|2x|Male heterogamety|X1 X2 Y|X1 X1 X2 X2|Heteromorphic|Hizume et al 1988 reviewed by Ohri and Rastogi 2019
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Populus alba|L.||Dioecy|Genetic mapping of SSR and RAPD based marker|Genetic map shown by Tuskan et al. as unpublished data by Gaudet et al. suggest that male heterogamety (XX/XY sex determination) can be present in some populations of P. alba|Tuskan et al 2012|Populus alba|38|2x|Female heterogamety (confirmation necessary)|ZZ (or XY)|ZW (or XX)|Homomorphic|Paolucci et al 2010
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Populus balsamifera|L.|1.08|Dioecy|Genome wide association study (GWAS)|Sex detetermining region (SDR) consists of 13 genes with differentiated X and Y copies. Gender-specific marked pattern of methylation is found only in PbRR9 gene a member of two component response regulator gene family which regulates cytokinin signalling.|Bräutigam et al 2017|Populus balsamifera|38|2x|Male heterogamety|XY|XX||Geraldes et al 2015
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Populus balsamifera|L.|1.08|Dioecy|Genome wide association study (GWAS)|About 650 SNPs are associated with sex-linked region which is about 100 kb.|Geraldes et al 2015|Populus balsamifera|38|2x|Male heterogamety|XY|XX||Geraldes et al 2015
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Populus deltoides|Marshall||Dioecy|Genome wide association study|||Populus deltoides|38|2x|Male heterogamety|XY|XX|Homomorphic|Geraldes et al 2015
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Populus nigra|L.|1.03|Dioecy|Genome wide association study (GWAS)|Sex-linked region is about 100kb long and 650 SNPs (single neucleotide polymorphisms) are supposed be associated with sex determination.|Geraldes et al 2015|Populus nigra|38|2x|Male heterogamety|XY|XX||Geraldes et al 2015
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Populus tomentosa|Carrière||Dioecy|Male associated RAPD marker|||Populus tomentosa|38|2x|Male heterogamety|XY|XX|Homomorphic|Hou et al 2009
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Populus tremuloides|Michx.||Dioecy|Genetic mapping in an interspecific cross P. tremula L. (Brauna 11) x P. tremuloides Michx. (markers: SNPs and indels)|Sex-linked recombination-suppressed region is located at pericentromeric position of chromosome XIX -Sex-linked region was mapped with SNP and INDEL markers and it corresponds with two million base pair long homologous region in P. trichocarpa (containing 65 gene). -Three potential transcription factor genes and four genes responsible for flower development are localized in the sex-determining region. - Decreased gene density, accumulation of tandemly repeated sequences and LTR retrotransposon (mainly Athila lineages of Ty3/gypsy family) were detected in BAC sequence of the sex-determining region.|Kersten et al 2014|Populus tremuloides|38|2x|Male heterogamety|XY|XX|Homomorphic|Kersten et al 2014
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Populus trichocarpa|Torr. & A.Gray ex Hook.||Dioecy|Genome wide association study (GWAS)|Sex associated SNPs were identified in P. trichocarpa. Genome wise association studies shows that P. trichocarpa is much more younger than most of the species from the genus Populus and the sex-linked region is about 100 kbp.|Geraldes et al 2015|Populus trichocarpa|38||Male heterogamety|XY|XX|Homomorphic|Geraldes et al 2015
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Populus trichocarpa|Torr. & A.Gray ex Hook.||Dioecy|Genome wide association study (GWAS)|LTR retrotransposon (mainly Athila lineages of Ty3/gypsy family) are found in the BAC sequences of the sex-determining region.|Kersten et al 2014|Populus trichocarpa|38||Male heterogamety|XY|XX|Homomorphic|Geraldes et al 2015
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Populus trichocarpa|Torr. & A.Gray ex Hook.||Dioecy|Genome wide association study (GWAS)|Sex determination region with suppressed recombination is located at peritelomeric region of chromosome XIX. It spans over two million bp and comprises about 65 genes. MADS box genes or homeotic. AGAMOUS orthologues gene, PTAG1 and PTAG2, three transcription factor genes, four genes related with flower development. Leucine-rich repeat (NBS–LRR) class of disease resistance genes and small microRNA are coincidently found in this sex determining region. PTD, a MADS box transcription factors belong to the family of DEFICIENS (DEF), sustain in stamen primordia but absent in carpel primordia.|Sheppard et al 2000|Populus trichocarpa|38||Male heterogamety|XY|XX|Homomorphic|Geraldes et al 2015
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Populus trichocarpa|Torr. & A.Gray ex Hook.||Dioecy|Genome wide association study (GWAS)|A significantly higher amount of small microRNAs is found on the sex chromosome XIX.|Tuskan et al 2012|Populus trichocarpa|38||Male heterogamety|XY|XX|Homomorphic|Geraldes et al 2015
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Accepted|Rumex acetosa|L.||Dioecy|Cytogenetic analysis in mitosis and meiosis|||Rumex acetosa|15, 14|2x|Male heterogamety|X Y1 Y2|XX|Heteromorphic|Kihara and Ono 1925
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Accepted|Rumex acetosella|L.||Dioecy|Insterspecific cross with Rumex hastatulus (North Carolina)|||Rumex acetosella|14|2x|Male heterogamety|XY|XX|Heteromorphic|Singh and Smith 1971
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Synonym|Rumex acetosella subsp. angiocarpus|(Murb.) Murb.||Dioecy||||Rumex angiocarpus|||Male heterogamety|XY|XX|Heteromorphic|Ming et al 2007
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Accepted|Rumex graminifolius|Georgi ex Lamb.||Dioecy||||Rumex graminifolius|||Male heterogamety|XY|XX|Heteromorphic|Ming et al 2011
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Accepted|Rumex hastatulus|Baldwin||Dioecy|Cytogenetic analysis in mitosis and meiosis|Study of the differences between both races in R. hastatulus using FISH|Grabowska-Joachimiak et al 2015|Rumex hastatulus|9, 8|2x|Male heterogamety|X Y1 Y2|XX|Heteromorphic|Smith 1963
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Accepted|Rumex hastatulus|Baldwin||Dioecy|Cytogenetic analysis in mitosis and meiosis plus analysis of sex expression in plants with various ploidy|Study of the differences between both races in R. hastatulus using FISH|Grabowska-Joachimiak et al 2015|Rumex hastatulus|10|2x|Male heterogamety|XY|XX|Heteromorphic|Bartkowiak 1971
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Accepted|Rumex hastatulus|Baldwin||Dioecy|Cytogenetic analysis in mitosis and meiosis|Evolution of RAE180 satellite DNA family: TX2/NC2 subfamily is the most abundant|Quesada del Bosque et al 2011|Rumex hastatulus|9, 8|2x|Male heterogamety|X Y1 Y2|XX|Heteromorphic|Smith 1963
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Accepted|Rumex hastatulus|Baldwin||Dioecy|Cytogenetic analysis in mitosis and meiosis plus analysis of sex expression in plants with various ploidy|Evolution of RAE180 satellite DNA family: TX1/NC1 subfamily is the most abundant|Quesada del Bosque et al 2011|Rumex hastatulus|10|2x|Male heterogamety|XY|XX|Heteromorphic|Bartkowiak 1971
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Accepted|Rumex intermedius|DC.||Dioecy|Study of the sequence accumulated on Y in R. acetosa (Souther blot and sequencing); sex specificity confirmed|Common Ys specific satellite DNAs RAYSI are present Rumex species in Acetosa section|Jamilena et al 2008|Rumex intermedius|15, 14|2x|Male heterogamety|X Y1 Y2|XX|Heteromorphic|Navajas-Pérez et al 2006
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Accepted|Rumex nivalis|Hegetschw.||Dioecy|AFLP based SCAR marker|RnY - male specific product amplified by SCAR primers based on isolated and sequenced male-specific fragments as identified in an AFLP analysis.|Stehlik and Blattner 2004|Rumex nivalis|15, 14|2x|Male heterogamety|X Y1 Y2|XX|heteromorphic|Stehlik and Blattner 2004
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Synonym|Rumex thyrsiflorus subsp. papillaris|(Boiss. & Reut.) Sagredo & Malag.||Dioecy|Cytogenetic analysis in mitosis with FISH|Y chromosomes are the longest in the karyotype and appear heterochromatic due to the accumulation of at least two satellite DNA families, RAE180 and RAYSI, the Y1 and Y1 chromosomes show similar patterns of repeats in FISH (in contrast to Y1 and Y2 in Rumex acetosa)|Navajas-Pérez et al 2009|Rumex papillaris|15, 14|2x|Male heterogamety|X Y1 Y2|XX|Heteromorphic|Navajas-Pérez et al 2009
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Accepted|Rumex paucifolius|Nutt.||Dioecy||||Rumex paucifolius|||Male heterogamety|XY|XX|Heteromorphic|Ming et al 2011
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Unresolved||Aarons.||Dioecy||||Rumex rothschildianus|15, 14|2x|Male heterogamety|X Y1 Y2|XX|Heteromorphic|Degreave 1976 cited by Beaudry et al 2017
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Accepted|Rumex suffruticosus|J.Gay ex Meisn.||Dioecy|Study of the meiotic pairing using electron microscopy|Common Ys specific satellite DNAs RAYSI are absent.|Jamilena et al 2008|Rumex suffruticosus|16|2x|Male heterogamety|XY|XX|Heteromorphic|Cuñado et al 2007
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Synonym|Rumex acetosella|L.||Dioecy|Insterspecific cross with Rumex hastatulus (North Carolina)|||Rumex tenuifolius|||Male heterogamety|XY|XX|Heteromorphic|Singh and Smith 1971
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Accepted|Rumex thyrsiflorus|Fingerh.||Dioecy|Cytogenetic analysis in mitosis and meiosis|RAYSII specific product for R. thyrsiflorus - 600bp,differed from the common product of RAYSII by of a large indel with a length of 110 bp. This fragment may serve as a species-specific molecular marker.|Grabowska-Joachimiak, et al 2012|Rumex thyrsiflorus|15, 14|2x|Male heterogamety|X Y1 Y2|XX|Heteromorphic|Zuk 1970
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Accepted|Rumex thyrsiflorus|Fingerh.||Dioecy|Cytogenetic analysis in mitosis and meiosis|X/A ratio based sex determining mechanism similar to Rumex acetosa; importance of Y chromosomes for pollen fertility; no visible problem in meiosis in males without Y chromosomes|Zuk 1970|Rumex thyrsiflorus|15, 14|2x|Male heterogamety|X Y1 Y2|XX|Heteromorphic|Zuk 1970
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Accepted|Rumex thyrsoides|Desf.||Dioecy|Study of the sequence accumulated on Y in R. acetosa (Souther blot and sequencing); sex specificity confirmed|Common Ys specific satellite DNAs RAYSI are present|Navajas-Pérez et al 2006|Rumex thyrsoides|||Male heterogamety|X Y1 Y2|XX|Heteromorphic|Navajas-Pérez et al 2006
Angiosperms|Eudicots|Caryophyllales|Polygonaceae|Accepted|Rumex tuberosus|L.||Dioecy|Study of the sequence accumulated on Y in R. acetosa (Souther blot and sequencing); sex specificity confirmed|Common Ys specific satellite DNAs RAYSI are present|Navajas-Pérez et al 2006|Rumex tuberosus|||Male heterogamety|X Y1 Y2|XX|Heteromorphic|Navajas-Pérez et al 2006
Angiosperms|Monocots|Alismataceae|Alismatales|Accepted|Sagittaria latifolia|Willd.||Monoecy and dioecy|Study of sex ratios in intraspecific crosses (involving females, males, inconstant males and monoecious plants)|Non-recombining region of the Y chromosome contains separate factors for male fertility and female sterility.|Ironside 2010|Sagittaria latifolia|22|2x|Male heterogamety|XY|XX||Dorken and Barrett 2003
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Salix purpurea|L.||Dioecy|Genetic mapping; genome wide association analysis; DNAseq|Sex determining region (SDR) is 2 Mb pericentromeric region of Chr 15.|Carlson et al 2017|Salix purpurea|38|2x|Female heterogamety|ZZ|ZW|Homomorphic|Zhou et al 2018
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Salix purpurea|L.||Dioecy|Genetic mapping; genome wide association analysis; DNAseq|Two female-specific scaffolds that likely represent W-chromosome-specific sequence. We show that genes located in the SD region display a mild excess of male-biased expression in sex-specific tissue.|Pucholt et al 2017|Salix purpurea|38|2x|Female heterogamety|ZZ|ZW|Homomorphic|Zhou et al 2018
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Salix purpurea|L.||Dioecy|Genetic mapping; genome wide association analysis; DNAseq|SDR (sex determining region) on Chr 15 of S. purpurea (10.7–15.3 Mb) characterised, with high repeat abundance. A portion of the SDR in S. purpurea is homologous to the SDR in S. suchowensis. Tandemly duplicated kinesin-like genes in the SDR. The SDR contains 20 genes that have > 70% female-specific sequence (read coverage in the female, but not the male), and many of these genes also show sex-biased expression in developing stem tissue in S. purpurea.|Zhou et al 2018|Salix purpurea|38|2x|Female heterogamety|ZZ|ZW|Homomorphic|Zhou et al 2018
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Salix suchowensis|W.C. Cheng ex G.H. Zhu||Dioecy|Genetic mapping; DNAseq|Based on the established genetic maps, it was found that the gender of willow was determined by a single locus on linkage group LG_03, and the female was the heterogametic gender. Aligned with mapped SSR markers, linkage group LG_03 was found to be associated with chromosome XV in willow.|Chen et al 2016|Salix suchowensis|38|2x|Female heterogamety|ZZ|ZW|Homomorphic|Hou et al 2015
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Salix suchowensis|W.C. Cheng ex G.H. Zhu||Dioecy|Genetic mapping; DNAseq|Single-locus sex determination associated with the chromosome XV. Severe recombination suppression around the gender locus.|Hou et al 2015|Salix suchowensis|38|2x|Female heterogamety|ZZ|ZW|Homomorphic|Hou et al 2015
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Salix suchowensis|W.C. Cheng ex G.H. Zhu||Dioecy|Genetic mapping; DNAseq|In shrub willow, the gender locus is located on chromosome XIX and 33 genes of this chromosome are differentially expressed in male and female.|Liu et al 2013|Salix suchowensis|38|2x|Female heterogamety|ZZ|ZW|Homomorphic|Hou et al 2015
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Salix viminalis|L.||Dioecy|Genetic mapping (SNP markers)|Sex-specific tissues show different gene expression for SD region in males and females|Darolti et al 2018|Salix viminalis|38|2x|Female heterogamety|ZZ|ZW|Homomorphic|Pucholt et al, 2015
Angiosperms|Eudicots|Malpighiales|Salicaceae|Accepted|Salix viminalis|L.||Dioecy|Genetic mapping (SNP markers)|Recombination suppressed sex determining (SD) region localized on chromosome XV. Sex-specific SNPs densities of SD region is higher in females compared to males.|Pucholt et al 2017|Salix viminalis|38|2x|Female heterogamety|ZZ|ZW|Homomorphic|Pucholt et al, 2015
Angiosperms|ANA grade|Austrobaileyales|Schisandraceae|Synonym|Schisandra repanda|(Siebold & Zucc.) Radlk.||Dioecy|Male associated (RAPD based) SCAR marker|||Schisandra nigra|||Male heterogamety||||Jung et al 2001
Angiosperms|Eudicots|Caryophyllales|Caryophyllaceae|Accepted|Silene borysthenica|(Gruner) Walters||Dioecy|Genetic mapping (SNP markers ; RNAseq based)|Mapping of the sex determining region to linkage group 3 (as in S.otites).|Balounová et al 2019|Silene borysthenica|24|2x|Female heterogamety|ZZ|ZW||Balounová et al 2019
Angiosperms|Eudicots|Caryophyllales|Caryophyllaceae|Accepted|Silene colpophylla|Wrigley||Dioecy|Genetic mapping (AFLP based markers)|Genes showing no recombinants with sex-determining region in the mapping population: colpXS_16839, colpYS_10497, colpYS_12469, colpYS_14201, colpYS_15390,colpYS_18199, colpYS_18468, colpYT_19195, colpYS_24813, colpYS_25642, colpYS_4053, colpYS_4711, colpYT_50424, colpYS_7668, colpYS_8617, colpYS_8940|Balounova et al 2019|Silene colpophylla|24|2x|Male heterogamety|XY|XX|Homomorphic|Mrackova et al 2008
Angiosperms|Eudicots|Caryophyllales|Caryophyllaceae|Accepted|Silene colpophylla|Wrigley||Dioecy|Genetic mapping (AFLP based markers)|||Silene colpophylla|24|2x|Male heterogamety|XY|XX|Homomorphic|Mrackova et al 2008
Angiosperms|Eudicots|Caryophyllales|Caryophyllaceae|Accepted|Silene diclinis|(Lag.) M.Laínz||Dioecy|Cytogenetic analysis in mitosis with FISH|||Silene diclinis|24, 25|2x|Male heterogamety|X1 X2 Y1 Y2|X1 X1 X2 X2|Heteromorphic|Howell et al 2009
Angiosperms|Eudicots|Caryophyllales|Caryophyllaceae|Accepted|Silene dioica|(L.) Clairv.||Dioecy|Cytogenetic analysis in mitosis and meiosis|SdX9 - this gene from S. dioica possibly introgressed to the chromosome of Silene latifolia.|Kaiser et al 2011|Silene dioica|24|2x|Male heterogamety|XY|XX|Heteromorphic|Blackburn 1924
Angiosperms|Eudicots|Caryophyllales|Caryophyllaceae|Accepted|Silene dioica|(L.) Clairv.||Dioecy|Cytogenetic analysis in mitosis and meiosis|dddRADseq based mapping in F2 hybrids between S. latifolia and S. dioica; dense genetic maps|Liu et al 2018|Silene dioica|24|2x|Male heterogamety|XY|XX|Heteromorphic|Blackburn 1924
Angiosperms|Eudicots|Caryophyllales|Caryophyllaceae|Accepted|Silene dioica|(L.) Clairv.||Dioecy|Cytogenetic analysis in mitosis and meiosis|SdAP3A, SdAP3Y - higly similar to Silene latifolia.|Matsunaga et al 2003|Silene dioica|24|2x|Male heterogamety|XY|XX|Heteromorphic|Blackburn 1924
Angiosperms|Eudicots|Caryophyllales|Caryophyllaceae|Accepted|Silene heuffelii|Soó||Dioecy|Sequencing of the homolog of the gene showing X and Y linked alleles in the related species|||Silene heuffelii|24|2x|Male heterogamety|XY|XX|Heteromorphic|Ironside and Filatov 2005
Angiosperms|Eudicots|Caryophyllales|Caryophyllaceae|Accepted|Silene latifolia|Poir.||Dioecy|Cytogenetic analysis in mitosis|||Silene latifolia|24|2x|Male heterogamety|XY|XX|Heteromorphic|Blackburn 1923
Angiosperms|Eudicots|Caryophyllales|Caryophyllaceae|Accepted|Silene marizii|Samp.||Dioecy|Sequencing of the homologs of the genes showing X and Y linked alleles in the related species|||Silene marizii|24|2x|Male heterogamety|XY|XX|Heteromorphic|Marais et al 2011
Angiosperms|Eudicots|Caryophyllales|Caryophyllaceae|Accepted|Silene otites|(L.) Wibel|5.15|Dioecy|Genetic mapping (AFLP and SSR based markers)|RNAseq based analysis confirmed female heterogamety (ZW/ZZ), fylogenetic analyses suggest that female heterogamety was original sex determining system in the section Otites, complete sex linkage in several genes confirmed by linkage disequilibrium with sexual phenotype in natural populations.|Balounová et al 2019|Silene otites|24|2x|Female heterogamety|ZZ|ZW|Homomorphic|Slancarova et al 2013
Angiosperms|Eudicots|Caryophyllales|Caryophyllaceae|Accepted|Silene otites|(L.) Wibel|5.15|Dioecy|Genetic mapping (AFLP and SSR based markers)|RNAseq based analysis confirmed female heterogamety (ZW/ZZ) but simultaneously showed presend of the locus causing male-specific lethality in homozygous state; signs of dosage compensation detected in S.otites|Martin et al 2019|Silene otites|24|2x|Female heterogamety|ZZ|ZW|Homomorphic|Slancarova et al 2013
Angiosperms|Eudicots|Caryophyllales|Caryophyllaceae|Accepted|Silene pseudotites|Besser ex Reichenb.||Dioecy|Genetic mapping (SNP based markers)|Sex determining region mapped on the linkage group 6.||Silene pseudotites|24|2x|Male heterogamety|XY|XX|Homomorphic|Martin et al 2019
Angiosperms|Eudicots|Caryophyllales|Caryophyllaceae|Accepted|Silene wolgensis|(Hornem.) Otth||Dioecy|Deduction based on the current data in related species and previous data (sex ratios in inter-specific crossess)|||Silene wolgensis|24|2x|Female heterogamety|ZZ|ZW||Balounová et al 2019
Angiosperms|Eudicots|Sapindales|Simaroubaceae|Synonym|Simarouba amara|Aubl.|2.05|Dioecy|RAPD based SCAR marker|||Simarouba glauca|32|2x|Male heterogamety|ZZ|ZW|Homomorphic|Baratakke and Patil 2014
Angiosperms|Eudicots|Caryophyllales|Simmondsiaceae|Accepted|Simmondsia chinensis|(Link) C.K. Schneid.||Dioecy|ISSR based SCAR marker (samples from multiple natural populations)|Male sex-linked RAPD marker - one random decamer primer, OPG-5, produced a unique ∼1,400 bp fragment in male DNA.|Agrawal et al 2007|Simmondsia chinensis|52|2x|Male heterogamety|||Homomorphic|Jangra et al 2014
Angiosperms|Eudicots|Caryophyllales|Simmondsiaceae|Accepted|Simmondsia chinensis|(Link) C.K. Schneid.||Dioecy|ISSR based SCAR marker (samples from multiple natural populations)|Male specific Sex-linked RAPD marker - two primers ISSR848 and VIS11 generated unique male sex specific bands of ~1,500 and ~1,300 bp which were consecutively present in all the male genotypes and absent in all the respective female genotypes.|Heikrujam et al 2014b|Simmondsia chinensis|52|2x|Male heterogamety|||Homomorphic|Jangra et al 2014
Angiosperms|Eudicots|Caryophyllales|Simmondsiaceae|Accepted|Simmondsia chinensis|(Link) C.K. Schneid.||Dioecy|ISSR based SCAR marker (samples from multiple natural populations)|RAPD sex-linked markers. Two primers - F1 and F10, produced 460 and 680 bp fragments, to distinguish between female and male plants.|Hosseini et al 2011|Simmondsia chinensis|52|2x|Male heterogamety|||Homomorphic|Jangra et al 2014
Angiosperms|Eudicots|Caryophyllales|Simmondsiaceae|Accepted|Simmondsia chinensis|(Link) C.K. Schneid.||Dioecy|ISSR based SCAR marker (samples from multiple natural populations)|Male and female sex-linked CAPS marker - early determination of sex by CAPS assay. Association to female sex could be caused by fact that the males and females were probably genetically related (X-linkage in father).|Ince and Karaca 2011|Simmondsia chinensis|52|2x|Male heterogamety|||Homomorphic|Jangra et al 2014
Angiosperms|Eudicots|Caryophyllales|Simmondsiaceae|Accepted|Simmondsia chinensis|(Link) C.K. Schneid.||Dioecy|ISSR based SCAR marker (samples from multiple natural populations)|Male sex-specific ISSR marker, UBC- 807 1200.|Heikrujam et al 2014a|Simmondsia chinensis|52|2x|Male heterogamety|||Homomorphic?|Jangra et al 2014
Bryophytes/liverworts|Bryophyta|Sphaerocarpales|Sphaerocarpaceae|Accepted|Sphaerocarpos donnellii|Austin||Dioecy|Cytogenetic analysis in mitosis and meiosis|X chromosome is larger than Y or autosomes but shows only mild AT enrichment|Meyer and Herrmann 1973|Sphaerocarpos donnellii|8 (haploid)|x|U/V|V|U|Heteromorphic|Allen 1919
Bryophytes/liverworts|Bryophyta|Sphaerocarpales|Sphaerocarpaceae|Accepted|Sphaerocarpos texanus|Austin||Dioecy|Cytogenetic analysis in mitosis and meiosis|U- and V-chromosome specific markers based on RAPD.|McLetchie and Collins 2001|Sphaerocarpos texanus|8 (haploid)|x|U/V|V|U|Heteromorphic|Schacke 1919
Angiosperms|Eudicots|Caryophyllales|Amaranthaceae|Accepted|Spinacia oleracea|L.|2.09|Dioecy|Genetic mapping (AFLP and SSR based markers)|Inheritance of monoecy in Spinacia. modified X locus (causing monoecy) is recessive to Y and partially dominant to standard X|Janick and Stevenson 1955|Spinacia oleracea|12|2x|Male heterogamety|XY|XX|Homomorphic|Khattak et al 2006
Angiosperms|Eudicots|Caryophyllales|Amaranthaceae|Accepted|Spinacia oleracea|L.|2.09|Dioecy|Genetic mapping (AFLP and SSR based markers)|Genetic mapping supports existence of sex chromosomes in Spinacia oleracea (XX/XY)|Khattak et al 2006|Spinacia oleracea|12|2x|Male heterogamety|XY|XX|Homomorphic|Khattak et al 2006
Angiosperms|Eudicots|Caryophyllales|Amaranthaceae|Accepted|Spinacia oleracea|L.|2.09|Dioecy|Genetic mapping (AFLP and SSR based markers)|504 kbp of MSY sequence was identifed in a spinach BAC library, rich in repetitive DNA - containing Ty1-copia-like elements. Novel LTR retrotransposons SpRE1 ((Ty1-copia) and SpRE2 (LARD) were found.|Kudoh et al 2018|Spinacia oleracea|12|2x|Male heterogamety|XY|XX|Homomorphic|Khattak et al 2006
Angiosperms|Eudicots|Caryophyllales|Amaranthaceae|Accepted|Spinacia oleracea|L.|2.09|Dioecy|Genetic mapping (AFLP and SSR based markers)|RNAseq based map; 12 genes from MSY region identified|Okazaki et al 2019|Spinacia oleracea|12|2x|Male heterogamety|XY|XX|Homomorphic|Khattak et al 2006
Angiosperms|Eudicots|Caryophyllales|Amaranthaceae|Accepted|Spinacia oleracea|L.|2.09|Dioecy|Genetic mapping (AFLP and SSR based markers)|X-specifc sequence - SpoX marker identified.|Wadlington and Ming 2018|Spinacia oleracea|12|2x|Male heterogamety|XY|XX|Homomorphic|Khattak et al 2006
Angiosperms|Eudicots|Caryophyllales|Amaranthaceae|Accepted|Spinacia oleracea|L.|2.09|Dioecy|Genetic mapping (AFLP and SSR based markers)|Transcription factor gene (GIBBERELLIC ACID INSENSITIVE - SpGAI) - inflorescence expression in females two-fold higher than in males. Results implicate SpGAI as the feminizing factor in spinach.|West and Golenberg 2017|Spinacia oleracea|12|2x|Male heterogamety|XY|XX|Homomorphic|Khattak et al 2006
Angiosperms|Eudicots|Caryophyllales|Amaranthaceae|Accepted|Spinacia tetrandra|Steven ex M.Bieb.||Dioecy|Cytogenetic analysis in mitosis and meiosis plus analysis of sex expression in plants with various ploidy|||Spinacia tetrandra|12|2x|Male heterogamety|XY|XX|Heteromorphic|Fujito et al 2015
Bryophytes/liverworts|Bryophyta|Pottiales|Pottiaceae|Accepted|Syntrichia caninervis|Mitt.||Dioicy||||Syntrichia caninervis||||Y|X|Heteromorphic|Ramsay and Berrie 1982
Gymnosperms|Pinophyta|Pinales|Taxaceae|Accepted|Taxus baccata|L.||Dioecy||MADS-box gene related with female cone develoment AGAMOUS (AG) orthologs name is TgAG.|Englund et al 2011|Taxus baccata|24|2x||||Homomorphic|Tomasino et al 2017
Angiosperms|Eudicots|Ranunculales|Ranunculaceae|Accepted|Thalictrum dioicum|L.|2.2|Dioecy||Floral MADS box genes and homeotic gender dimorphism is responsible for sex determination.|Di Stilio et al 2005|Thalictrum dioicum||||XY|XX|Homomorphic|Di Stilio et al 2005
Angiosperms|Eudicots|Ranunculales|Ranunculaceae|Accepted|Thalictrum fendleri|Engelm. ex A. Gray||Dioecy|Interspecific crosses and study of the progeny of selfed androhermaphrodite|||Thalictrum fendleri|28, 56, 70||Male heterogamety|||Homomorphic|Kuhn 1930,1939 cited by Di Stilio et al 2005
Angiosperms|Eudicots|Ranunculales|Ranunculaceae|Accepted|Thalictrum macrostylum|Shuttlew. ex Small & A. Heller||Dioecy||||Thalictrum macrostylum|||||||Penny 2014
Angiosperms|Eudicots|Cucurbitales|Cucurbitaceae|Synonym|Trichosanthes pilosa|Lour.||Dioecy||||Trichosanthes cucumervides|22|2x|Male heterogamety|XY|XX||Ming et al 2011
Angiosperms|Eudicots|Cucurbitales|Cucurbitaceae|Accepted|Trichosanthes dioica|Roxb.|5.8|Dioecy|Cytogenetic analysis metaphase with banding|ISSR based confirmation of male heterogamety in a wide collection of sampes from different localities|Adhikari et al 2014|Trichosanthes dioica|22|2x|Male heterogamety|XY|XX|Homomorphic|De Sarker and Datta 1988
Angiosperms|Eudicots|Cucurbitales|Cucurbitaceae|Accepted|Trichosanthes dioica|Roxb.|5.8|Dioecy|Cytogenetic analysis metaphase with banding|Using pooled DNA from male and female genotypes and 40 ISSR primers, a putative male specific marker TdMSM was produced. It was converted into a sequence tagged marker TdSTSM which could successfully amplify 720 bp product in male but not in the female.|Nanda et al 2012|Trichosanthes dioica|22|2x|Male heterogamety|XY|XX|Homomorphic|De Sarker and Datta 1988
Angiosperms|Eudicots|Cucurbitales|Cucurbitaceae|Accepted|Trichosanthes kirilowii|Maxim.||Dioecy|Cytogenetic analysis|||Trichosanthes kirilowii|22.0|2x|Male heterogamety|XY|XX|Heteromorphic|Roy and Saran (1990) cited by Bhowmick and Jha 2015
